V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q77,Consent,Timing_1,Timing_2,Timing_3,Timing_4,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,Timing_1,Timing_2,Timing_3,Timing_4,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,Timing_1,Timing_2,Timing_3,Timing_4,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,Timing_1,Timing_2,Timing_3,Timing_4,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,Timing_1,Timing_2,Timing_3,Timing_4,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,rfq_x1,rfq_x2,rfq_x3,rfq_x4,Timing_1,Timing_2,Timing_3,Timing_4,Afraid_1,Afraid_2,Afraid_3,Afraid_4,Afraid_5,Afraid_6,Angry_1,Angry_2,Angry_3,Angry_4,Angry_5,Angry_6,Guilty_1,Guilty_2,Guilty_3,Guilty_4,Guilty_5,Guilty_6,Sad_1,Sad_2,Sad_3,Sad_4,Sad_5,Happy_1,Happy_2,Happy_3,Happy_4,Happy_5,Happy_6,Happy_7,Happy_8,Proud_1,Proud_2,Proud_3,Proud_4,Proud_5,Alert_1,Alert_2,Alert_3,Alert_4,Shy_1,Shy_2,Shy_3,Shy_4,Sleepy_1,Sleepy_2,Sleepy_3,Sleepy_4,Calm_1,Calm_2,Calm_3,Amazed_1,Amazed_2,Amazed_3,Dejected_1,Dejected_2,Dejected_3,Dejected_4,Dejected_5,Hopeful_1,Hopeful_2,Hopeful_3,Hopeful_4,Anxious_1,Anxious_2,Anxious_3,Anxious_4,Anxious_5,Anxious_6,Peaceful_1,Peaceful_2,Frustrated_1,Frustrated_2,Frustrated_3,Frustrated_4,Frustrated_5,Frustrated_6,Frustrated_7,Frustrated_8,Virtuous_1,Virtuous_2,Virtuous_3,Virtuous_4,Virtuous_5,Virtuous_6,Virtuous_7,Virtuous_8,Virtuous_9,Directions,attn1,attn2,attn3,Timing_1,Timing_2,Timing_3,Timing_4,Age ,Gender,Ethnic,Ethnic_TEXT,Education,Education_TEXT,Timing_1,Timing_2,Timing_3,Timing_4,Relation,Timing_1,Timing_2,Timing_3,Timing_4,Job,Timing_1,Timing_2,Timing_3,Timing_4,Language,Timing_1,Timing_2,Timing_3,Timing_4,Proficient,Timing_1,Timing_2,Timing_3,Timing_4,I.D,DO-BR-FL_10,DO-BL-emo,DO-Q-Afraid,DO-Q-Guilty,DO-Q-Angry,DO-Q-Sad,DO-Q-Happy,DO-Q-Proud,DO-Q-Alert,DO-Q-Shy,DO-Q-Sleepy,DO-Q-Calm,DO-Q-Amazed,DO-Q-Dejected,DO-Q-Hopeful,DO-Q-Anxious,DO-Q-Peaceful,DO-Q-Frustrated,DO-Q-Virtuous,LocationLatitude,LocationLongitude,LocationAccuracy
R_02JTHdq7rYqNfOx,Default Response Set,Anonymous,,,74.69.105.49,0,11/2/15 15:29,11/2/15 15:35,1,1,2,4.309,5.229,6.156,2,4,5,4,5,5,2,2,5,3.782,18.014,18.948,10,2,5,4,2,2,5,3,4,2.292,20.616,21.496,11,5,2,5,2,5,5,2,1,3.626,19.882,21.024,10,2,2,5,5,5,4,3.845,15.578,16.468,7,2,4,4,4,3,4,5,5,1,4,2,,,,,5.116,31.304,32.429,16,1,1,1,2,1,1,2,1,3,1,1,1,2,1,1,2,1,3,1,2,1,2,1,6,5,5,7,5,5,7,6,4,5,6,4,4,6,6,5,6,2,2,1,1,3,4,3,1,6,6,6,4,5,4,1,1,1,1,4,6,5,6,7,3,3,4,4,1,2,6,3,2,1,3,1,1,4,1,1,4,5,6,4,6,5,5,5,4,1,emotion,emotion,emotion,6.034,14.779,17.226,6,53,1,4,,5,,1.438,6.63,7.704,4,4,4.195,4.195,5.215,1,faculty,1.032,1.032,8.374,1,english,1.339,1.339,5.498,1,2,2.995,2.995,5.43,1,A2SVJQBZOSOZDO,rfq|rmq,Dejected|Sad|Hopeful|Amazed|Calm|Shy|Afraid|Sleepy|Alert|Guilty|Peaceful|Virtuous|Anxious|Happy|Proud|Angry|Frustrated,2|4|6|3|1|5,1|4|5|2|3|6,3|1|2|6|4|5,1|4|2|5|3,2|8|3|1|5|6|4|7,1|4|5|3|2,2|4|1|3,4|3|2|1,3|1|2|4,2|1|3,2|3|1,4|1|5|3|2,2|3|4|1,3|1|2|4|5|6,1|2,4|6|7|3|1|8|5|2,7|8|9|4|6|5|2|3|1,43.21859741,-77.44940186,-1
R_1FanP8TgFxYBHdR,Default Response Set,Anonymous,,,99.3.101.58,0,11/2/15 15:27,11/2/15 15:35,1,1,2,6.516,6.516,7.355,1,5,2,2,5,5,4,6,5,4.397,25.243,25.977,8,4,3,5,1,5,6,3,5,3.736,25.882,27.926,8,1,1,3,3,4,3,1,3,2.871,25.597,26.463,8,4,1,2,4,4,4,3.992,21.578,24.236,6,2,2,3,3,4,1,4,1,2,4,2,,,,,24.159,62.885,64.546,10,1,2,2,2,1,1,3,1,3,1,2,1,1,1,1,1,1,1,4,3,3,3,3,6,5,6,5,5,5,5,5,7,6,6,6,3,6,6,5,6,2,2,1,2,4,4,4,2,6,6,6,4,5,3,1,1,1,1,3,6,5,6,5,2,3,2,3,2,4,6,6,3,2,2,1,1,4,2,1,6,6,6,5,4,6,7,5,6,1,emotion,emotion,emotion,14.704,27.888,36.673,3,54,2,4,,5,,1.812,9.332,10.233,4,4,3.858,3.858,4.63,1,teacher,1.339,1.339,6.22,1,english,1.422,1.422,6.935,1,1,2.597,2.597,3.317,1,A1AJNZMITK8GXL,rmq|rfq,Virtuous|Anxious|Angry|Amazed|Happy|Hopeful|Peaceful|Proud|Calm|Afraid|Sad|Frustrated|Dejected|Shy|Sleepy|Alert|Guilty,4|3|2|5|6|1,2|1|5|4|3|6,4|6|3|1|5|2,4|1|5|3|2,8|5|4|2|1|7|6|3,2|5|1|3|4,2|1|4|3,4|2|3|1,3|1|4|2,2|3|1,3|1|2,2|4|3|1|5,3|1|2|4,6|5|4|1|3|2,1|2,4|2|7|6|1|8|3|5,9|3|7|6|5|8|4|2|1,36.81939697,-119.7585983,-1
R_3PuXujn3aUY4Fzq,Default Response Set,Anonymous,,,70.168.7.175,0,11/2/15 15:25,11/2/15 15:35,1,1,2,15.397,15.397,22.279,1,4,3,2,4,4,2,3,3,9.015,29.411,30.499,8,3,4,4,1,4,1,4,4,4.925,33.643,35.218,8,2,3,5,4,3,4,1,4,4.781,85.282,88.134,12,4,2,3,4,2,2,8.73,26.149,28.097,7,3,3,3,2,4,4,4,4,4,4,2,,,,,5.927,35.15,37.154,13,2,2,2,3,3,2,4,3,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,4,3,3,5,5,5,4,2,2,3,3,5,5,5,5,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,3,4,3,3,4,5,5,5,5,4,4,1,emotion,emotion,emotion,6.726,14.582,19.083,2,59,1,4,,4,,1.519,10.219,11.484,5,1,1.584,1.584,2.738,1,computer system administrator,1.625,1.625,11.039,1,English,1.668,1.668,6.048,1,1,1.535,1.535,3.605,1,A34ZULY6WMWR0D,rmq|rfq,Happy|Sleepy|Proud|Amazed|Angry|Anxious|Dejected|Alert|Guilty|Frustrated|Shy|Sad|Peaceful|Calm|Afraid|Virtuous|Hopeful,3|1|6|2|5|4,1|3|6|5|4|2,5|4|3|2|6|1,4|2|1|3|5,1|3|6|2|7|4|8|5,4|3|1|2|5,2|4|1|3,3|4|2|1,2|1|4|3,3|1|2,3|1|2,1|4|3|5|2,1|4|2|3,2|3|6|4|5|1,2|1,7|3|2|6|4|1|5|8,9|5|4|2|3|7|6|1|8,41.60920715,-71.17440033,-1
R_1oo8hdxOvDBY2Ey,Default Response Set,Anonymous,,,67.247.210.201,0,11/2/15 15:22,11/2/15 15:35,1,1,2,3.35,3.926,5.121,2,5,5,5,5,6,1,4,6,12.077,57.164,58.104,8,1,6,1,1,2,1,3,5,6.044,58.964,59.949,8,5,3,3,3,3,2,1,1,7.549,44.325,45.578,8,4,1,5,5,6,1,8.278,48.765,49.781,6,3,3,3,2,4,3,5,3,2,4,1,,,,,26.296,102.384,103.611,13,1,1,2,3,1,1,2,1,2,1,3,1,1,1,1,1,1,1,3,1,3,1,1,7,7,5,7,4,6,7,7,7,7,7,3,4,7,7,7,7,1,1,1,1,1,2,1,1,7,7,7,4,4,4,1,2,1,1,1,7,3,6,5,3,4,1,2,4,5,6,6,2,1,4,1,1,1,1,1,4,4,4,4,6,7,7,5,4,1,emotion,emotion,emotion,12.36,31.992,36.955,9,49,2,4,,2,,2.687,10.191,12.509,4,2,3.025,3.025,4.663,1,cashier/greenhouse worker/floral designer,2.132,2.132,22.358,1,english,5.007,5.007,10.565,1,1,4.325,4.325,6.538,1,AEJBG66WC3TCD,rfq|rmq,Angry|Guilty|Dejected|Amazed|Virtuous|Sad|Sleepy|Calm|Peaceful|Frustrated|Anxious|Afraid|Proud|Alert|Shy|Hopeful|Happy,3|5|4|2|6|1,1|6|4|5|2|3,2|5|6|3|1|4,5|2|1|3|4,6|3|1|7|8|5|2|4,4|3|1|2|5,2|1|4|3,4|1|3|2,2|3|1|4,1|2|3,1|2|3,2|1|4|5|3,2|4|3|1,1|4|2|6|5|3,1|2,1|5|3|8|7|4|2|6,7|1|8|2|5|9|4|6|3,42.58560181,-78.38690186,-1
R_5nhJjN8lBxrqGFX,Default Response Set,Anonymous,,,72.198.172.147,0,11/2/15 15:30,11/2/15 15:37,1,1,2,5.671,5.671,6.433,1,5,5,1,5,5,5,2,5,45.891,62.803,63.862,12,5,5,5,5,5,5,5,5,1.389,6.277,12.879,13,4,5,5,5,5,5,5,5,2.412,31.78,52.818,8,5,5,5,5,5,5,13.064,16.528,59.155,6,4,2,3,2,4,4,4,3,2,4,4,,,,,2.31,6.59,10.964,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,2,1,2,1,6,6,6,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,6,6,1,1,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,emotion,emotion,emotion,3.23,3.23,15.873,1,28,1,4,,5,,0.858,6.899,7.85,3,4,2.009,2.009,2.888,1,Technical Sales,0.788,0.788,5.058,1,English,0.765,1.685,5.34,2,1,1.382,1.382,2.257,1,AP71FLGZN13DG,rmq|rfq,Dejected|Calm|Hopeful|Guilty|Peaceful|Anxious|Virtuous|Afraid|Amazed|Angry|Sleepy|Shy|Sad|Alert|Frustrated|Proud|Happy,6|3|2|1|5|4,4|3|2|5|6|1,3|6|1|4|5|2,3|1|5|4|2,7|3|8|4|1|2|6|5,3|4|2|1|5,1|4|2|3,4|3|1|2,1|3|2|4,3|2|1,3|1|2,4|2|5|1|3,2|1|3|4,1|6|2|4|3|5,2|1,4|6|7|3|8|1|5|2,8|1|2|5|4|3|9|7|6,35.5151062,-97.57409668,-1
R_2fvw0hxYU7pqODN,Default Response Set,Anonymous,,,73.137.217.234,0,11/2/15 15:24,11/2/15 15:37,1,1,2,3.353,6.927,7.694,2,4,2,3,5,3,5,5,3,188.637,207.155,208.462,8,5,2,5,1,5,2,5,2,11.202,27.487,28.655,9,3,2,5,6,2,3,4,4,2.271,12.997,13.957,8,4,2,3,4,3,5,58.019,69.846,70.947,6,4,2,3,2,5,2,2,2,4,3,3,,,,,6.151,26.594,27.332,12,4,3,3,5,3,4,2,1,3,2,4,3,4,4,4,3,5,6,5,4,4,6,6,3,5,4,6,4,3,2,3,2,2,4,2,3,5,5,4,3,5,5,4,6,5,5,4,4,4,3,3,3,4,4,4,5,4,6,2,3,2,5,3,5,5,6,4,4,5,4,4,5,5,4,3,7,4,6,5,5,2,4,5,5,4,4,6,4,1,emotion,emotion,emotion,3.746,3.746,11.138,1,29,2,4,,4,,0.843,7.218,8.694,5,2,1.054,1.054,1.97,1,personal trainer and freelance writer,0.669,6.043,7.478,2,English,0.765,2.734,3.609,2,1,1.543,1.543,2.238,1,A36L698J8E0NWA,rmq|rfq,Shy|Virtuous|Sad|Afraid|Guilty|Dejected|Alert|Proud|Happy|Angry|Amazed|Anxious|Hopeful|Frustrated|Sleepy|Peaceful|Calm,3|1|6|5|4|2,2|3|6|1|4|5,1|2|3|6|4|5,1|2|5|4|3,2|6|5|4|3|7|1|8,1|4|5|2|3,4|3|1|2,2|3|1|4,4|2|1|3,1|2|3,3|2|1,2|3|1|5|4,1|4|2|3,1|2|3|6|4|5,2|1,1|4|7|6|2|5|3|8,5|3|9|8|1|2|4|7|6,33.82739258,-84.32440186,-1
R_2349mELYnAGfKGE,Default Response Set,Anonymous,,,172.15.229.101,0,11/2/15 15:27,11/2/15 15:37,1,1,2,18.497,18.497,30.225,1,6,5,3,6,6,2,3,5,9.409,35.564,36.513,8,3,4,4,1,5,2,3,6,3.274,37.226,38.191,9,2,3,1,4,6,1,2,1,3.995,29.892,31.035,8,5,2,3,6,4,3,9.624,32.457,34.59,7,2,2,5,2,4,3,3,3,4,4,1,,,,,17.579,69.115,70.646,11,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,6,4,6,6,4,5,5,5,5,5,4,3,3,6,7,7,6,4,4,3,4,5,5,2,5,5,5,5,4,4,3,1,1,1,1,1,5,4,5,5,2,1,2,1,1,1,6,6,2,2,1,1,1,1,2,1,3,3,5,6,6,5,5,4,5,1,emotion,emotion,emotion,7.903,25.301,35.827,3,69,2,4,,3,,1.736,7.832,9.693,4,4,3.709,3.709,5.226,1,retired legal assistant,1.389,1.389,7.748,1,English,1.081,1.081,6.612,1,1,3.644,3.644,4.978,1,A3JJOUZ4NNTKWO,rmq|rfq,Peaceful|Dejected|Sleepy|Alert|Guilty|Angry|Happy|Anxious|Frustrated|Sad|Afraid|Virtuous|Amazed|Proud|Calm|Shy|Hopeful,2|6|3|5|4|1,5|2|6|4|3|1,2|1|6|5|4|3,5|2|3|1|4,6|2|5|8|1|3|4|7,3|1|4|5|2,1|4|2|3,4|2|1|3,1|4|3|2,2|1|3,3|2|1,2|3|1|4|5,2|4|3|1,5|1|3|4|2|6,1|2,7|6|5|4|2|3|8|1,6|8|3|4|5|9|2|7|1,29.58129883,-95.02729797,-1
R_3inj4aAw28DaffE,Default Response Set,Anonymous,,,172.56.17.23,0,11/2/15 15:30,11/2/15 15:38,1,1,2,7.2,7.2,8.116,1,4,2,2,4,5,4,4,4,3.516,34.922,35.906,8,5,3,5,2,2,4,5,5,3.376,23.211,24.344,8,3,3,5,5,5,3,3,4,2.456,19.457,20.27,8,5,2,2,4,4,5,4.963,22.669,23.882,6,4,2,4,3,4,3,2,3,4,2,3,,,,,49.218,78.029,80.52,12,1,1,1,4,1,1,4,4,5,2,2,4,2,3,3,5,5,5,4,4,3,2,2,4,3,4,3,4,3,4,3,3,4,4,3,3,5,5,4,3,2,2,2,2,5,4,3,3,4,4,4,4,4,3,2,2,1,4,3,3,2,4,4,4,4,2,3,2,3,4,4,5,3,4,3,4,4,3,4,3,2,4,5,5,4,3,4,4,1,emotion,emotion,emotion,7.079,15.387,19.138,3,30,1,4,,4,,1.202,8.281,9.414,4,2,1.111,1.111,2.098,1,Pet care,0.613,0.613,4.534,1,English,0.637,0.637,3.754,1,1,1.491,1.491,2.458,1,A2T5GQ63RC7BLU,rfq|rmq,Sad|Amazed|Peaceful|Virtuous|Afraid|Frustrated|Alert|Guilty|Shy|Calm|Sleepy|Happy|Proud|Angry|Anxious|Dejected|Hopeful,1|3|2|4|6|5,1|6|4|3|2|5,1|2|6|4|3|5,4|1|3|5|2,3|7|5|8|2|1|4|6,5|4|2|3|1,4|2|1|3,4|1|3|2,1|3|4|2,3|1|2,3|2|1,1|5|3|2|4,2|4|1|3,2|6|1|4|5|3,1|2,5|2|7|6|3|4|1|8,8|6|3|7|1|5|9|2|4,34.05220032,-118.2436981,-1
R_3fj9SkmEd8Mo8gl,Default Response Set,Anonymous,,,50.45.230.119,0,11/2/15 15:29,11/2/15 15:38,1,1,2,11.506,12.73,14.416,2,5,2,4,6,5,1,4,6,9.857,45.985,47.377,11,5,5,4,1,2,5,6,6,3.057,37.843,39.008,9,3,4,4,6,6,2,3,3,4.188,33.674,34.926,11,6,3,2,6,4,2,5.131,29.586,30.966,7,5,5,4,5,3,4,4,3,2,3,1,,,,,20.95,81.519,82.868,13,2,2,2,6,2,1,4,4,6,4,4,4,5,6,4,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,5,6,6,6,3,3,3,3,4,5,5,5,5,5,5,4,3,3,4,4,4,5,5,4,4,4,4,5,5,5,5,3,4,4,4,6,3,6,1,4,4,3,3,4,3,5,6,4,6,6,6,5,1,emotion,emotion,emotion,9.552,9.552,17.971,1,27,2,4,,3,,2.318,10.691,12.679,5,2,2.712,2.712,3.919,1,student,1.516,1.516,5.379,1,English,1.449,1.449,5.91,1,1,2.325,2.325,3.578,1,A2BBTHVCRM0ZIQ,rfq|rmq,Hopeful|Alert|Frustrated|Calm|Virtuous|Shy|Angry|Happy|Guilty|Sad|Proud|Amazed|Dejected|Anxious|Peaceful|Sleepy|Afraid,3|2|4|5|1|6,5|3|2|1|6|4,3|2|4|1|6|5,3|1|2|4|5,8|3|1|2|5|7|4|6,5|2|3|1|4,3|1|4|2,4|3|2|1,1|4|2|3,2|1|3,3|2|1,1|3|4|2|5,4|1|2|3,1|4|2|5|3|6,1|2,4|6|7|3|8|1|5|2,5|8|4|9|6|3|2|1|7,45.32299805,-118.2026978,-1
R_cAdDC3pIGM7zDwN,Default Response Set,Anonymous,,,67.78.148.42,0,11/2/15 15:31,11/2/15 15:40,1,1,2,6.255,6.255,7.113,1,3,2,5,5,5,5,5,5,3.713,153.295,154.34,8,5,3,5,1,4,3,4,4,2.34,22.013,24.619,12,2,2,6,5,3,4,1,4,2.09,20.329,21.078,9,5,3,2,3,5,5,3.573,15.943,16.973,7,2,4,4,4,2,4,3,3,3,4,2,,,,,9.346,58.441,59.127,13,2,4,2,4,4,2,4,5,5,4,4,3,3,3,4,4,3,3,3,4,3,2,3,5,5,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,1,1,1,1,4,5,4,4,4,3,3,3,3,3,2,2,4,2,4,5,3,4,4,5,4,5,4,4,4,4,4,4,3,3,1,2,3,2,4,4,5,5,5,5,6,5,3,5,1,5,5,20,10.516,21.296,23.574,3,42,2,4,,3,,1.233,8.175,9.844,4,2,1.466,1.466,2.387,1,Medical Biller,1.219,1.219,6.101,1,English,1.17,1.17,3.822,1,1,1.264,1.264,2.902,1,A14NPQJGNAS03F,rmq|rfq,Virtuous|Guilty|Peaceful|Sleepy|Afraid|Angry|Sad|Happy|Proud|Hopeful|Amazed|Alert|Dejected|Frustrated|Shy|Anxious|Calm,5|4|2|1|3|6,4|2|1|6|3|5,6|3|2|1|5|4,2|4|3|1|5,8|3|4|1|5|7|6|2,4|3|1|5|2,2|4|1|3,4|3|1|2,2|1|4|3,3|2|1,2|3|1,2|1|4|5|3,3|4|2|1,1|6|4|2|5|3,1|2,8|4|7|5|1|6|2|3,9|5|4|6|1|3|2|8|7,28.21580505,-82.6595993,-1
R_3lY4u7DbH9NDojU,Default Response Set,Anonymous,,,208.31.255.33,0,11/2/15 15:35,11/2/15 15:40,1,1,2,5.859,5.859,6.773,1,5,5,4,4,3,4,4,5,2.448,7.337,7.603,10,5,3,5,4,4,3,4,3,0.882,4.986,6.139,10,4,3,4,4,3,2,2,3,0.755,4.543,5.248,9,4,2,3,4,2,4,0.936,3.326,5.128,6,3,4,2,4,3,3,4,4,4,3,4,,,,,2.032,6.503,9.157,11,2,3,3,2,2,3,4,3,4,2,5,5,3,2,4,4,4,3,3,2,4,3,4,1,2,2,3,2,3,2,3,3,3,4,4,4,3,3,4,4,2,4,5,4,3,2,1,3,5,5,4,3,3,4,2,2,3,3,4,6,5,4,4,4,4,4,4,5,5,5,5,4,2,4,2,2,3,4,3,3,2,3,4,3,4,2,4,4,1,emotion,emotion,emotion,6.607,19.193,20.704,6,26,1,5,,5,,2.019,8.313,9.146,5,4,1.548,1.548,2.435,1,Retail,1.056,1.056,5.607,1,english,0.885,0.885,6.887,1,1,2.518,2.518,3.506,1,A2179VLITZ8QHP,rmq|rfq,Proud|Guilty|Alert|Amazed|Virtuous|Hopeful|Peaceful|Calm|Happy|Dejected|Sleepy|Afraid|Sad|Angry|Shy|Frustrated|Anxious,4|1|2|6|5|3,4|1|6|2|5|3,6|4|1|5|3|2,2|4|1|3|5,6|3|7|1|5|8|2|4,5|1|3|4|2,1|3|4|2,3|1|4|2,2|4|1|3,3|2|1,2|1|3,5|3|4|2|1,2|3|1|4,3|6|2|1|4|5,1|2,5|2|4|8|7|3|6|1,8|5|3|6|4|2|7|9|1,28.39970398,-81.17240143,-1
R_2CIENSCa5Tt5WCv,Default Response Set,Anonymous,,,73.29.253.80,0,11/2/15 15:24,11/2/15 15:40,1,1,2,2.711,14.468,15.917,7,6,2,6,6,6,3,5,6,2.988,28.729,29.43,12,4,5,6,1,1,1,5,6,2.825,26.767,27.286,12,3,2,5,5,6,4,1,1,5.952,23.216,24.689,10,6,2,1,6,6,2,98.333,111.297,113.13,7,3,3,4,3,5,3,5,3,2,4,1,,,,,56.366,101.161,102.197,17,2,2,2,2,2,2,5,4,6,4,5,3,2,2,2,1,1,2,4,2,2,2,2,5,3,3,4,3,4,5,6,7,4,6,4,4,6,6,6,7,4,2,3,4,5,6,5,5,2,2,2,2,4,2,2,2,2,2,2,5,2,4,4,4,4,7,5,2,4,3,3,6,3,5,1,2,3,3,2,4,2,5,6,6,7,7,6,6,1,emotion,emotion,emotion,5.714,19.059,22.51,6,33,1,4,,3,,1.779,13.555,17.948,7,4,1.527,1.527,2.514,1,auto mechanic,1.189,1.189,7.162,1,English,1.102,1.102,4.821,1,1,2.238,2.238,3.273,1,A3IXNDKQA3J1J,rfq|rmq,Afraid|Dejected|Virtuous|Anxious|Peaceful|Hopeful|Sad|Amazed|Happy|Sleepy|Proud|Guilty|Shy|Calm|Angry|Frustrated|Alert,6|2|1|5|3|4,1|2|3|6|4|5,6|2|4|3|1|5,2|5|3|4|1,7|2|1|5|3|8|6|4,2|1|4|5|3,4|3|1|2,2|1|4|3,2|4|1|3,2|1|3,1|2|3,2|4|1|3|5,2|1|3|4,3|4|2|1|6|5,1|2,4|5|8|1|2|3|6|7,2|4|8|6|3|9|1|7|5,39.94560242,-74.55580139,-1
R_2ZTBUlR4Pkh8rfc,Default Response Set,Anonymous,,,68.99.131.120,0,11/2/15 15:32,11/2/15 15:40,1,1,2,19.486,19.486,21.992,1,5,4,3,5,5,3,3,5,5.079,24.67,25.925,8,3,3,3,1,3,4,3,5,4.71,54.242,56.299,8,3,2,4,4,5,3,3,1,3.44,22.704,24.075,8,5,3,2,3,5,4,5.093,26.898,28.081,6,2,4,4,3,4,3,4,2,3,4,2,,,,,10.195,65.099,67.126,12,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,6,6,5,6,6,5,6,6,5,5,4,4,3,5,6,5,6,2,3,3,2,4,4,1,3,6,5,5,6,6,4,1,3,2,3,3,5,4,5,4,2,2,1,3,2,1,4,4,1,2,2,1,2,1,2,1,3,5,5,5,3,6,5,4,6,1,emotion,emotion,emotion,8.122,16.026,21.359,2,43,2,4,,4,,1.653,9.499,11.085,4,4,2.372,2.372,4.026,1,Photographer,1.347,1.347,7.404,1,English,1.323,1.323,5.187,1,1,3.001,3.001,4.427,1,A5XQ30GQTHHK6,rfq|rmq,Alert|Angry|Afraid|Happy|Calm|Shy|Amazed|Guilty|Hopeful|Virtuous|Peaceful|Sleepy|Dejected|Sad|Frustrated|Proud|Anxious,2|4|5|3|1|6,3|5|4|2|1|6,5|2|3|4|1|6,3|2|4|5|1,3|1|2|7|8|5|6|4,4|1|2|5|3,4|2|1|3,2|3|4|1,3|1|2|4,1|2|3,2|3|1,5|3|2|4|1,2|3|1|4,5|2|4|1|3|6,1|2,3|5|7|6|2|4|8|1,4|7|6|3|9|1|8|2|5,33.35279846,-111.7890015,-1
R_UA96VaMoZcXcz73,Default Response Set,Anonymous,,,71.106.71.55,0,11/2/15 15:31,11/2/15 15:40,1,1,2,2.437,3.72,4.44,3,5,1,3,5,3,3,5,5,4.549,95.233,96.258,8,1,4,4,1,4,2,6,6,5.296,30.621,33.633,9,5,3,4,6,5,3,3,2,2.734,30.081,31.044,9,5,1,1,5,4,5,2.598,23.055,24.118,8,3,1,2,1,4,3,4,3,2,3,4,,,,,9.111,49.119,49.714,11,3,3,3,3,3,3,1,1,5,1,2,1,1,1,1,1,1,3,2,1,1,1,1,5,5,5,5,5,5,5,5,7,4,4,4,3,7,5,5,5,5,5,3,1,3,4,2,3,4,5,4,1,1,1,3,1,1,3,3,4,4,4,4,6,4,6,6,1,1,7,7,5,3,5,1,1,1,1,1,7,5,4,7,7,7,7,5,7,1,emotion,emotion,emotion,4.974,9.034,18.36,3,27,1,7,,3,,0.936,7.737,10.048,6,1,1.514,1.862,3.931,2,Self-employed,0.926,6.114,9.361,2,English,0.601,0.935,3.677,2,1,1.982,1.982,3.392,1,A2FFNO6G4FEE2N,rfq|rmq,Shy|Hopeful|Afraid|Angry|Anxious|Happy|Peaceful|Amazed|Frustrated|Alert|Calm|Sleepy|Sad|Virtuous|Guilty|Dejected|Proud,4|3|1|2|5|6,5|3|6|1|2|4,3|6|2|1|4|5,4|1|2|5|3,6|5|4|1|7|3|2|8,2|3|4|1|5,2|4|3|1,1|3|2|4,1|2|3|4,2|1|3,3|1|2,2|5|4|1|3,4|3|1|2,2|5|1|3|6|4,1|2,2|1|4|6|5|3|8|7,9|7|5|4|8|6|2|1|3,34.14349365,-117.3085022,-1
R_6mO5LM3Pjnyx4jL,Default Response Set,Anonymous,,,99.24.150.159,0,11/2/15 15:30,11/2/15 15:40,1,1,2,12.946,12.946,15.244,1,4,3,4,5,4,4,2,4,10.516,44.579,46.372,9,2,5,3,1,4,1,3,4,5.813,43.476,44.803,8,3,3,2,3,4,3,1,3,9.072,38.087,39.831,8,4,1,3,4,4,3,10.532,31.613,32.67,6,2,1,3,1,5,1,3,4,3,4,2,,,,,24.623,75.117,78.393,13,2,2,2,2,2,2,3,1,4,2,3,3,3,2,3,3,2,3,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,3,2,5,5,5,6,1,1,1,1,4,4,3,3,5,5,5,4,3,3,2,2,2,2,2,6,4,5,4,3,4,3,4,2,2,5,5,4,3,4,2,2,2,3,2,3,3,5,4,4,5,5,3,5,1,emotion,emotion,emotion,8.344,8.344,33.313,1,56,1,4,,3,,1.686,11.102,12.365,4,5,1.966,1.966,3.054,1,self employed,1.734,1.734,7.49,1,english,1.066,1.066,5.143,1,1,2.494,2.494,3.71,1,A26JRMEO37XT6Z,rfq|rmq,Proud|Shy|Dejected|Frustrated|Calm|Afraid|Alert|Happy|Peaceful|Virtuous|Amazed|Sleepy|Angry|Sad|Anxious|Guilty|Hopeful,2|3|5|4|1|6,2|5|6|1|3|4,6|5|1|2|4|3,2|1|4|5|3,6|8|2|4|7|3|5|1,5|4|1|2|3,4|2|1|3,1|2|3|4,2|3|1|4,3|2|1,1|3|2,2|3|1|4|5,3|2|4|1,4|1|6|2|3|5,1|2,3|7|8|4|5|2|6|1,1|5|4|2|8|3|7|9|6,30.79969788,-86.97480011,-1
